utterance,intent,category,length
tidak daftar bisa bantu lapor kendala,registration_problems,ACCOUNT,6
harus informasi soal daftar,registration_problems,ACCOUNT,4
harus informasi kendala daftar,registration_problems,ACCOUNT,4
butuh bantu lapor soal daftar,registration_problems,ACCOUNT,5
perlu bantu lapor kendala daftar,registration_problems,ACCOUNT,5
punya masalah daftar online,registration_problems,ACCOUNT,4
memilki soal daftar online,registration_problems,ACCOUNT,4
punya kendala daftar online,registration_problems,ACCOUNT,4
apa harus laku informasi soal daftar,registration_problems,ACCOUNT,6
apa harus laku informasi kendala daftar,registration_problems,ACCOUNT,6
punya salah daftar twitter,registration_problems,ACCOUNT,4
memilki salah daftar postingan,registration_problems,ACCOUNT,4
punya salah daftar facebook,registration_problems,ACCOUNT,4
butuh bantu informasi soal daftar,registration_problems,ACCOUNT,5
butuh bantu informasi kendala daftar,registration_problems,ACCOUNT,5
tidak daftar bantu informasi soal daftar,registration_problems,ACCOUNT,6
tidak daftar bantu informasi kendala daftar,registration_problems,ACCOUNT,6
tidak tahu bagaimana abar soal daftar,registration_problems,ACCOUNT,6
tidak tahu bagaimana konfirmasi kendala daftar,registration_problems,ACCOUNT,6
beri tahu soal daftar,registration_problems,ACCOUNT,4
beri tahu kendala daftar,registration_problems,ACCOUNT,4
bantu beri tahu soal daftar darah,registration_problems,ACCOUNT,6
bantu beri tahu kendala daftar darah,registration_problems,ACCOUNT,6
ingin bantu daftar langgan,registration_problems,ACCOUNT,4
ingin bantu daftar aplikasi,registration_problems,ACCOUNT,4
harus abar soal daftar,registration_problems,ACCOUNT,4
harus konfirmasi kendala daftar,registration_problems,ACCOUNT,4
perlu bantu daftar online,registration_problems,ACCOUNT,4
bantu informasi soal daftar,registration_problems,ACCOUNT,4
bantu informasi kendala daftar,registration_problems,ACCOUNT,4
punya salah daftar online,registration_problems,ACCOUNT,4
memilki salah daftar online,registration_problems,ACCOUNT,4
tidak tahu buat apa abar salah daftar sial,registration_problems,ACCOUNT,8
tidak tahu buat apa konfirmasi salah daftar sial,registration_problems,ACCOUNT,8
butuh bantu lapor kendala daftar,registration_problems,ACCOUNT,5
tidak tahu apa harus laksana beri tahu masalah daftar,registration_problems,ACCOUNT,9
tidak tahu apa harus laku beri tahu soal daftar,registration_problems,ACCOUNT,9
tidak tahu apa harus laku beri tahu kendala daftar,registration_problems,ACCOUNT,9
mana dapat abar soal daftar,registration_problems,ACCOUNT,5
mana dapat konfirmasi kendala daftar,registration_problems,ACCOUNT,5
ingin abar soal daftar,registration_problems,ACCOUNT,4
ingin konfirmasi kendala daftar,registration_problems,ACCOUNT,4
tidak tahu apa dapat laku abar soal daftar,registration_problems,ACCOUNT,8
tidak tahu apa bisa laku konfirmasi kendala daftar,registration_problems,ACCOUNT,8
tidak daftar ingin abar salah daftar,registration_problems,ACCOUNT,6
tidak daftar ingin konfirmasi salah daftar,registration_problems,ACCOUNT,6
tidak daftar dapat bantu abar salah daftar,registration_problems,ACCOUNT,7
tidak daftar dapat bantu konfirmasi salah daftar,registration_problems,ACCOUNT,7
mungkin informasi soal daftar,registration_problems,ACCOUNT,4
mungkin informasi kendala daftar,registration_problems,ACCOUNT,4
perlu bantu lapor daftar masalah,registration_problems,ACCOUNT,5
butuh bantu abar daftar soal,registration_problems,ACCOUNT,5
perlu bantu konfirmasi daftar kendala,registration_problems,ACCOUNT,5
tidak daftar ingin abar soal daftar,registration_problems,ACCOUNT,6
tidak daftar ingin konfirmasi kendala daftar,registration_problems,ACCOUNT,6
milik tanya daftar,registration_problems,ACCOUNT,3
memilki tanya daftar,registration_problems,ACCOUNT,3
apa harus laku abar soal daftar,registration_problems,ACCOUNT,6
apa harus laku konfirmasi kendala daftar,registration_problems,ACCOUNT,6
tidak daftar perlu bantu beri tahu masalah daftar,registration_problems,ACCOUNT,8
tidak daftar butuh bantu beri tahu soal daftar,registration_problems,ACCOUNT,8
tidak daftar perlu bantu beri tahu kendala daftar,registration_problems,ACCOUNT,8
bantu untuk abar soal daftar,registration_problems,ACCOUNT,5
bantu untuk konfirmasi kendala daftar,registration_problems,ACCOUNT,5
apa dapat laku abar soal daftar,registration_problems,ACCOUNT,6
apa bisa laku konfirmasi kendala daftar,registration_problems,ACCOUNT,6
tidak tahu bagaimana bisa beri tahu soal daftar,registration_problems,ACCOUNT,8
tidak tahu bagaimana bisa beri tahu kendala daftar,registration_problems,ACCOUNT,8
bisa register harus beri tahu soal daftar,registration_problems,ACCOUNT,7
bisa register harus beri tahu kendala daftar,registration_problems,ACCOUNT,7
butuh bantu perihal daftar online,registration_problems,ACCOUNT,5
perlu bantu soal daftar online,registration_problems,ACCOUNT,5
tidak daftar harus bantu lapor masalah daftar,registration_problems,ACCOUNT,7
tidak daftar dapat bantu lapor soal daftar,registration_problems,ACCOUNT,7
tidak daftar bisa bantu lapor kendala daftar,registration_problems,ACCOUNT,7
punya tanya daftar twitter sial,registration_problems,ACCOUNT,5
milik tanya daftar postingan sial,registration_problems,ACCOUNT,5
memilki tanya daftar facebook sial,registration_problems,ACCOUNT,5
usaha lapor salah daftar sial,registration_problems,ACCOUNT,5
upaya abar salah daftar sial,registration_problems,ACCOUNT,5
niat konfirmasi salah daftar sial,registration_problems,ACCOUNT,5
harus abar salah daftar,registration_problems,ACCOUNT,4
harus konfirmasi salah daftar,registration_problems,ACCOUNT,4
perlu bantu informasi masalah daftar,registration_problems,ACCOUNT,5
perlu bantu informasi kendala daftar,registration_problems,ACCOUNT,5
ingin bantu pandang daftar,registration_problems,ACCOUNT,4
ingin bantu sebut daftar,registration_problems,ACCOUNT,4
ingin bantu perihal daftar postingan,registration_problems,ACCOUNT,5
ingin bantu soal daftar facebook,registration_problems,ACCOUNT,5
abar salah daftar online,registration_problems,ACCOUNT,4
konfirmasi salah daftar online,registration_problems,ACCOUNT,4
perlu bantu konfirmasi kendala daftar,registration_problems,ACCOUNT,5
dukung daftar langgan,registration_problems,ACCOUNT,3
dukung daftar aplikasi,registration_problems,ACCOUNT,3
tidak tahu apa harus laku abar soal daftar,registration_problems,ACCOUNT,8
tidak tahu apa harus laku konfirmasi kendala daftar,registration_problems,ACCOUNT,8
usaha tinggal ulas,review,FEEDBACK,3
upaya tinggal ulas,review,FEEDBACK,3
niat tinggal ulas,review,FEEDBACK,3
apa dapat laku tinggal ulas layan,review,FEEDBACK,6
apa bisa laku tinggal ulas layan,review,FEEDBACK,6
bisa kirim jumlah umpan balik suatu layan,review,FEEDBACK,7
bisa kirim bagai umpan balik suatu layan,review,FEEDBACK,7
bisa kirim banyak umpan balik suatu layan,review,FEEDBACK,7
apa dapat laku tinggal ulas,review,FEEDBACK,5
apa bisa laku tinggal ulas,review,FEEDBACK,5
ada surel kirim umpan balik,review,FEEDBACK,5
ada gmail kirim umpan balik,review,FEEDBACK,5
ada whatsapp kirim umpan balik,review,FEEDBACK,5
apa dapat laku tinggal ulas usaha,review,FEEDBACK,6
apa bisa laku tinggal ulas usaha,review,FEEDBACK,6
telpon tinggal ulas layan,review,FEEDBACK,4
hubung tinggal ulas layan,review,FEEDBACK,4
temu tinggal ulas layan,review,FEEDBACK,4
ingin bantu kirim jumlah umpan balik usaha,review,FEEDBACK,7
ingin bantu kirim bagai umpan balik usaha,review,FEEDBACK,7
ingin bantu kirim banyak umpan balik usaha,review,FEEDBACK,7
bantu kirim jumlah umpan balik usaha,review,FEEDBACK,6
bantu kirim bagai umpan balik usaha,review,FEEDBACK,6
bantu kirim banyak umpan balik usaha,review,FEEDBACK,6
telpon tinggal ulas,review,FEEDBACK,3
hubung tinggal ulas,review,FEEDBACK,3
temu tinggal ulas,review,FEEDBACK,3
perlu bantu kirim umpan balik usaha,review,FEEDBACK,6
masuk ulas layan,review,FEEDBACK,3
kerja ulas layan,review,FEEDBACK,3
siap ulas layan,review,FEEDBACK,3
anda punya bagi kirim umpan balik,review,FEEDBACK,6
anda memilki bagi kirim umpan balik,review,FEEDBACK,6
dapat tinggal ulas usaha,review,FEEDBACK,4
dapat kirim umpan balik,review,FEEDBACK,4
usaha kirim jumlah umpan balik usaha,review,FEEDBACK,6
upaya kirim bagai umpan balik usaha,review,FEEDBACK,6
niat kirim banyak umpan balik usaha,review,FEEDBACK,6
punya bagi kirim ulas usaha anda,review,FEEDBACK,6
memilki bagi kirim ulas usaha anda,review,FEEDBACK,6
usaha kirim umpan balik,review,FEEDBACK,4
upaya kirim umpan balik,review,FEEDBACK,4
niat kirim umpan balik,review,FEEDBACK,4
usaha tinggal ulas layan,review,FEEDBACK,4
upaya tinggal ulas layan,review,FEEDBACK,4
niat tinggal ulas layan,review,FEEDBACK,4
bantu kirim jumlah umpan balik suatu layan,review,FEEDBACK,7
bantu kirim bagai umpan balik suatu layan,review,FEEDBACK,7
bantu kirim banyak umpan balik suatu layan,review,FEEDBACK,7
punya surel kirim ulas usaha anda,review,FEEDBACK,6
memilki gmail kirim ulas usaha anda,review,FEEDBACK,6
punya whatsapp kirim ulas usaha anda,review,FEEDBACK,6
ada surel kirim ulas layan,review,FEEDBACK,5
ada gmail kirim ulas layan,review,FEEDBACK,5
ada whatsapp kirim ulas layan,review,FEEDBACK,5
mana harus kirim jumlah umpan balik suatu layan,review,FEEDBACK,8
mana harus kirim bagai umpan balik suatu layan,review,FEEDBACK,8
mana harus kirim banyak umpan balik suatu layan,review,FEEDBACK,8
masuk ulas usaha,review,FEEDBACK,3
kerja ulas usaha,review,FEEDBACK,3
siap ulas usaha,review,FEEDBACK,3
usaha kirim jumlah umpan balik suatu layan,review,FEEDBACK,7
upaya kirim bagai umpan balik suatu layan,review,FEEDBACK,7
niat kirim banyak umpan balik suatu layan,review,FEEDBACK,7
ada surel kirim ulas,review,FEEDBACK,4
ada gmail kirim ulas,review,FEEDBACK,4
ada whatsapp kirim ulas,review,FEEDBACK,4
usaha tinggal ulas usaha,review,FEEDBACK,4
upaya tinggal ulas usaha,review,FEEDBACK,4
niat tinggal ulas usaha,review,FEEDBACK,4
terima tinggal ulas layan,review,FEEDBACK,4
dengar tinggal ulas layan,review,FEEDBACK,4
harus tinggal ulas layan,review,FEEDBACK,4
dapat tinggal ulas layan,review,FEEDBACK,4
anda punya bagi kirim umpan balik suatu layan,review,FEEDBACK,8
anda memilki bagi kirim umpan balik suatu layan,review,FEEDBACK,8
harus kirim jumlah umpan balik suatu layan,review,FEEDBACK,7
dapat kirim bagai umpan balik suatu layan,review,FEEDBACK,7
anda punya bagi kirim ulas,review,FEEDBACK,5
anda memilki bagi kirim ulas,review,FEEDBACK,5
telpon kirim jumlah umpan balik suatu layan,review,FEEDBACK,7
hubung kirim bagai umpan balik suatu layan,review,FEEDBACK,7
temu kirim banyak umpan balik suatu layan,review,FEEDBACK,7
tidak tahu apa dapat laku kirim umpan balik,review,FEEDBACK,8
tidak tahu apa bisa laku kirim umpan balik,review,FEEDBACK,8
ingin bantu kirim jumlah umpan balik layan,review,FEEDBACK,7
ingin bantu kirim bagai umpan balik layan,review,FEEDBACK,7
ingin bantu kirim banyak umpan balik layan,review,FEEDBACK,7
mungkin kirim jumlah umpan balik suatu layan,review,FEEDBACK,7
mungkin kirim bagai umpan balik suatu layan,review,FEEDBACK,7
mungkin kirim banyak umpan balik suatu layan,review,FEEDBACK,7
bantu kirim jumlah umpan balik layan,review,FEEDBACK,6
bantu kirim bagai umpan balik layan,review,FEEDBACK,6
bantu kirim banyak umpan balik layan,review,FEEDBACK,6
ingin bantu kirim jumlah umpan balik suatu layan,review,FEEDBACK,8
ingin bantu kirim bagai umpan balik suatu layan,review,FEEDBACK,8
ingin bantu kirim banyak umpan balik suatu layan,review,FEEDBACK,8
tidak tahu apa dapat laku tinggal ulas,review,FEEDBACK,7
tidak tahu apa bisa laku tinggal ulas,review,FEEDBACK,7
telpon kirim umpan balik layan,review,FEEDBACK,5
hubung kirim umpan balik layan,review,FEEDBACK,5
temu kirim umpan balik layan,review,FEEDBACK,5
bagaimana bisa kirim jumlah umpan balik suatu layan,review,FEEDBACK,8
bagaimana bisa kirim bagai umpan balik suatu layan,review,FEEDBACK,8
bagaimana bisa kirim banyak umpan balik suatu layan,review,FEEDBACK,8
dapat tinggal ulas,review,FEEDBACK,3
butuh bantu kirim jumlah umpan balik suatu layan,review,FEEDBACK,8
butuh bantu kirim bagai umpan balik suatu layan,review,FEEDBACK,8
butuh bantu kirim banyak umpan balik suatu layan,review,FEEDBACK,8
mungkin kirim jumlah umpan balik layan,review,FEEDBACK,6
mungkin kirim bagai umpan balik layan,review,FEEDBACK,6
mungkin kirim banyak umpan balik layan,review,FEEDBACK,6
harus kirim jumlah umpan balik layan,review,FEEDBACK,6
harus kirim bagai umpan balik layan,review,FEEDBACK,6
harus kirim banyak umpan balik layan,review,FEEDBACK,6
masuk ulas,review,FEEDBACK,2
kerja ulas,review,FEEDBACK,2
siap ulas,review,FEEDBACK,2
terima tinggal ulas,review,FEEDBACK,3
dengar tinggal ulas,review,FEEDBACK,3
telpon tinggal ulas usaha,review,FEEDBACK,4
hubung tinggal ulas usaha,review,FEEDBACK,4
temu tinggal ulas usaha,review,FEEDBACK,4
perlu bantu tinggal ulas layan,review,FEEDBACK,5
anda punya surel kirim umpan balik,review,FEEDBACK,6
anda memilki gmail kirim umpan balik,review,FEEDBACK,6
anda punya whatsapp kirim umpan balik,review,FEEDBACK,6
butuh bantu kirim jumlah umpan balik layan,review,FEEDBACK,7
butuh bantu kirim bagai umpan balik layan,review,FEEDBACK,7
butuh bantu kirim banyak umpan balik layan,review,FEEDBACK,7
harus bantu atur alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,6
dapat bantu atur alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,6
usaha atur alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,4
upaya atur alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,4
niat atur alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,4
punya masalah atur alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,5
memilki soal atur alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,5
punya kendala atur alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,5
harus bantu siap alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,6
dapat bantu siap alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,6
harus bantu siap alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,5
dapat bantu siap alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,5
soal siap alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,4
kendala siap alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,4
punya masalah atur alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,6
memilki soal atur alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,6
punya kendala atur alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,6
soal setel alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,4
kendala setel alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,4
soal siap alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,5
kendala siap alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,5
soal alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,3
kendala alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,3
dapat atur alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,5
harus bantu atur alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,6
dapat bantu atur alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,6
punya masalah siap alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,6
memilki soal siap alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,6
punya kendala siap alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,6
atur soal alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,5
atur kendala alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,5
soal siap alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,5
kendala siap alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,5
atur soal alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,5
atur kendala alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,5
harus bantu atur alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,5
dapat bantu atur alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,5
harus bantu siap alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,6
dapat bantu siap alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,6
usaha atur alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,5
upaya atur alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,5
niat atur alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,5
punya masalah siap alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,5
memilki soal siap alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,5
punya kendala siap alamat kirim,set_up_shipping_address,SHIPPING_ADDRESS,5
punya masalah atur alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,6
memilki soal atur alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,6
punya kendala atur alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,6
punya masalah siap alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,6
memilki soal siap alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,6
punya kendala siap alamat kirim baru,set_up_shipping_address,SHIPPING_ADDRESS,6
apa dapat laku atur alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,7
apa bisa laku atur alamat kirim beda,set_up_shipping_address,SHIPPING_ADDRESS,7
